ID,Subestación de Poder,Alimentador,Zona Mantenimiento,SED,Nombre,Kva Etdtrafo,Clientes,Netbilling,Electrodependientes,Ordenes SAP,Avisos SAP,Solicitudes Daño Individual,Solicitudes SEC SERNAC,Solicitudes DOM,Presentaciones,Interrupciones BT
1028,San Felipe,San Felipe,Los Andes,40321,Traslaviña_Chacabuco,300.00 kVA,201,,,,,23,,10,,1
1029,Peñablanca,El Rincón,Marga Marga,23002,SED Valencia Paul Harris,150.00 kVA,173,,,1,1,48,,15,2,2
1030,San Antonio,Pesqueras,San Antonio,50696,Carabineros de Chile  Barros Luco,75.00 kVA,73,,,,,13,,9,,1
1031,San Antonio,Pesqueras,San Antonio,51215,Rano Kao Vicente,45.00 kVA,53,,,,,14,,7,17,4
1032,El Melón,Nogales,Quillota,30210,El Olivo Pucalan,45.00 kVA,41,,,,,8,,2,1,4
1033,San Pedro,Olmué,Quillota,31980,SED Eastman Villa Los Paltos,75.00 kVA,55,,,,,16,,6,2,1
1034,San Rafael,San Esteban,Los Andes,42520,Comite Ictus,75.00 kVA,82,,,,,6,,5,,1
1035,Bosquemar,Lilenes,Costa,20635,Los Cedros Los Abedules,150.00 kVA,113,,,,,24,,3,5,2
1036,San Felipe,Putaendo,Los Andes,40542,Saonde Sur,30.00 kVA,61,,,,,14,,3,,2
1037,San Rafael,San Rafael,Los Andes,40679,Poblacion Curimon 2,75.00 kVA,162,,,,,15,,7,,3
1038,San Rafael,Los Andes,Los Andes,40787,Villa Los Acacios,150.00 kVA,214,,,,,12,,5,3,
1039,San Antonio,Aguas Buenas,San Antonio,50151,SED LOS PAPAYOS LAS QUILAS,150.00 kVA,186,,,1,,21,,7,1,2
1040,La Calera,La Cruz,Quillota,31127,Huici_Balmaceda,100.00 kVA,103,,,1,1,40,,14,1,
1041,San Rafael,Centenario,Los Andes,40016,Villa La Gloria 1,150.00 kVA,196,,1,1,,10,,7,1,1
1042,Panquehue,Panquehue,Los Andes,40344,Antofagasta Panquehue,75.00 kVA,75,,,,,10,,3,,
1043,San Antonio,San Antonio,San Antonio,50162,Pedro Montt,300.00 kVA,174,,,,,29,,10,,2
1044,San Felipe,Palomar,Los Andes,40336,Palomar Escorial,45.00 kVA,16,,,,,18,,8,,2
1045,San Antonio,Aguas Buenas,San Antonio,50178,Palmeras Libertad,150.00 kVA,154,,,,,21,,12,,2
1046,Quilpué,Quilpué,Marga Marga,20551,Pedro Montt Limache,100.00 kVA,178,1,1,,,85,,11,5,3
1047,Quilpué,Marga Marga,Marga Marga,20977,Troncos Viejos Av.Central,150.00 kVA,254,,,,,56,,5,5,2
1048,San Rafael,Los Andes,Los Andes,40841,Paso Basaure_Alto del Puerto 2,75.00 kVA,63,,,,,9,,5,,1
1049,La Calera,La Cruz,Quillota,30844,Callejon Guerra,100.00 kVA,148,,,1,1,29,,8,,1
1050,Reñaca,Alejandro Navarrete,Costa,20017,A. Navarrete 2,300.00 kVA,163,,,,,68,,20,4,5
1051,Playa Ancha,Pacifico,valparaiso,10313,Pacifico Plummer,100.00 kVA,167,,,,,135,,22,7,7
1052,San Antonio,San Antonio,San Antonio,50421,Violeta Parra Oscar Castro,75.00 kVA,131,,1,,,31,,12,,3
1053,Placeres,Santos Ossa,valparaiso,10383,Santa Teresita 1,150.00 kVA,412,,,,,24,,3,4,4
1054,Quintero,Quintero,Costa,20268,Normandie Viña del Mar,300.00 kVA,107,,,,,12,,10,,1
1055,Reñaca,Reñaca,Costa,20032,Bellavista Miramar 2,300.00 kVA,150,,,,,55,,12,1,
1056,San Rafael,Las Juntas,Los Andes,42458,Condominio Los Solares San Esteban,300.00 kVA,192,,,,,15,,3,3,1
1057,Peñablanca,El Rincón,Marga Marga,20617,Francia Temuco,75.00 kVA,182,,,,,43,,13,2,2
1058,Las Vegas,Santa Teresa,Los Andes,42129,Santa Teresa_Paso Nivel,30.00 kVA,39,1,,,,23,,1,,6
1059,San Felipe,Putaendo,Los Andes,40290,Villa Merced,37.50 kVA,89,,,,,12,,6,,
1060,Quintero,Loncura,Costa,20664,La Greda 2,45.00 kVA,75,,,,,28,,7,,1
1061,Reñaca,Glorias Navales,Costa,20756,SED Sol Naciente Lonquimay,150.00 kVA,173,,,,,76,,20,7,2
1062,Playa Ancha,Pacifico,valparaiso,10015,SED Alcalde Barrio Galvarino,150.00 kVA,241,,,,,62,,26,2,3
1063,San Rafael,Los Andes,Los Andes,40569,Delicias Pocuro,75.00 kVA,62,1,,1,1,15,,2,,2
1064,San Sebastián,Cartagena,San Antonio,51223,SED Casanova Iglesia,100.00 kVA,65,,,,,34,,1,,4
1065,San Rafael,Chacabuco,Los Andes,40164,Los Villares_Carrascal,45.00 kVA,45,,,,,18,,6,1,1
1066,Mayaca,Pocochay,Quillota,30100,21 de Mayo Calama,150.00 kVA,128,,,,,10,,3,,1
1067,Quilpué,Belloto,Marga Marga,21165,Fernandois Peñuelas,150.00 kVA,227,,,,,26,,16,2,1
1068,San Antonio,San Juan,San Antonio,50574,Santa Maria Los Corrales,300.00 kVA,93,,,,,8,,3,2,
1069,San Rafael,Centenario,Los Andes,40627,Poblacion Horizonte 1,150.00 kVA,134,,,,,12,,5,,4
1070,Mayaca,Pocochay,Quillota,30106,Villarica Independencia,75.00 kVA,85,,,,,12,,4,1,1
1071,Playa Ancha,Tomás Ramos,valparaiso,10096,Leocato Jimenez,150.00 kVA,217,,,,,102,,21,2,6
1072,Reñaca,Alejandro Navarrete,Costa,20077,Gomez Carreño 9,150.00 kVA,312,,,,,53,,13,,3
1073,El Melón,Pataguas,Quillota,30579,Pob Araucaria,75.00 kVA,90,,,,,5,,2,1,1
1074,La Calera,Calera,Quillota,30847,Pachacamita Alto,45.00 kVA,42,,,,,12,,4,3,1
1075,Quilpué,Villa Alemana,Marga Marga,20722,Mercedes Yungay,75.00 kVA,138,,,1,,27,,13,1,5
1076,Playa Ancha,La Pólvora,valparaiso,10182,Quebrada Verde Nueve,150.00 kVA,372,,1,1,1,73,,11,4,2
1077,San Antonio,Llolleo,San Antonio,50310,El Belloto,75.00 kVA,192,,,,,16,,9,1,1
1078,Quintero,Loncura,Costa,20793,Comunidad Los Robles,30.00 kVA,46,,,,,12,,4,,4
1079,San Rafael,Centenario,Los Andes,42006,Marta Brunet - El Remanso,75.00 kVA,125,,,1,,14,,6,,4
1080,Valparaíso,Sauce,valparaiso,10449,General Mackena Huascar,300.00 kVA,288,,1,,,73,,11,6,3
1081,San Antonio,Pesqueras,San Antonio,50480,SED CASAS CONCHA LUIS GONZALEZ,150.00 kVA,111,,,1,,33,,11,2,3
1082,Valparaíso,Uruguay,valparaiso,10486,SED Almte Latorre Valenzuela,300.00 kVA,249,,,,,69,,20,7,1
1083,Mayaca,Boco,Quillota,31177,Villa Las Palmas Serrano,100.00 kVA,178,,,,,34,,8,3,1
1084,San Antonio,San Antonio,San Antonio,50152,SED LEONCIO TAGLE PJE FORESTAL,100.00 kVA,166,,,,,26,,8,1,2
1085,Valparaíso,Uruguay,valparaiso,10233,Unamuno,150.00 kVA,224,,1,,,72,,17,3,6
1086,Miraflores,Achupallas,Costa,20239,El Olivar 3,150.00 kVA,218,,,,,66,,23,1,2
1087,San Antonio,San Antonio,San Antonio,50420,SED ANCORA SAN ANTONIO DE LAS BODEGAS,100.00 kVA,156,,,,,19,,11,,2
1088,Peñablanca,El Pangal,Quillota,30642,Tte Merino 18 Septiembre,75.00 kVA,128,,,,,13,,9,,1
1089,San Rafael,El Almendral,Los Andes,42531,Terranoble_A. Cifuentes,100.00 kVA,93,,,,,17,,7,4,3
1090,Placeres,Polanco,valparaiso,10210,Santa Elena,150.00 kVA,203,,,3,1,90,,14,2,9
1091,San Pedro,Olmué,Quillota,30323,Lautaro lo Narvaez Alto,75.00 kVA,170,,,,,47,,6,,1
1092,San Antonio,San Juan,San Antonio,50853,Calle Larga Canteras,75.00 kVA,132,,,,,38,,14,,2
1093,Reñaca,Glorias Navales,Costa,20928,Cinco Segunda,45.00 kVA,81,,1,,,43,,6,2,5
1094,San Rafael,Chacabuco,Los Andes,40664,Los Placeres Parcelas,45.00 kVA,67,,,,,46,,10,1,7
1095,San Antonio,San Antonio,San Antonio,50681,Litoral  Luis Norambuena,45.00 kVA,102,,,,,17,,5,,1
1096,Las Vegas,Porvenir,Los Andes,40404,Las Peñas El Carrizo,37.50 kVA,89,,,,,18,,2,,2
1097,Quilpué,Marga Marga,Marga Marga,23098,El Mirador El Nath,150.00 kVA,360,,,,,28,,9,1,1
1098,San Rafael,Las Juntas,Los Andes,40611,Tocornal El Renacer,75.00 kVA,116,,,,,16,,7,,4
1099,San Pedro,Olmué,Quillota,30363,Granizo Los Condores,100.00 kVA,89,,,,,28,,5,3,2
1100,San Rafael,San Esteban,Los Andes,42024,Loteo Génesis,45.00 kVA,68,,,,,13,,6,,1
1101,Valparaíso,Uruguay,valparaiso,10088,La Virgen Padre Febres,150.00 kVA,230,,,,,61,,29,5,
1102,San Rafael,Centenario,Los Andes,42251,Loteo Barrio Patagual,100.00 kVA,84,,,,,34,,7,2,5
1103,Quilpué,Villa Alemana,Marga Marga,20447,Av.Valparaiso Palmira,150.00 kVA,153,,,,,51,,11,3,3
1104,Miraflores,Salinas,Costa,20006,Achupallas 6,150.00 kVA,212,,1,,,97,,12,2,5
1105,Reñaca,Reñaca,Costa,20183,Reñaca 1,300.00 kVA,199,,,1,,42,,13,1,6
1106,Miraflores,Salinas,Costa,20139,Las Margaritas C.Ibañez,300.00 kVA,199,1,1,,,89,,16,4,3
1107,Playa Ancha,Tomás Ramos,valparaiso,10022,Balmes,300.00 kVA,343,,,,,64,,15,4,1
1108,San Antonio,San Antonio,San Antonio,51233,SED AGUAS SALADAS BRUSELAS,100.00 kVA,92,,,,,72,,8,1,6
1109,La Calera,La Palmilla,Quillota,31760,Augusto Best Santa Cruz,75.00 kVA,73,,1,,,11,,3,2,1
1110,La Calera,Hijuelas,Quillota,30720,Centenario Pob Molino Schwatt,75.00 kVA,58,,,,,8,,4,1,1
1111,San Antonio,San Antonio,San Antonio,50779,Circunvalacion Jose J Prieto,45.00 kVA,100,,,,,19,,,1,2
1112,Quintero,Loncura,Costa,21261,COM. LAS CAMELIAS,75.00 kVA,59,,,,,16,,7,1,1
1113,Miraflores,Achupallas,Costa,20002,Achupallas  2,100.00 kVA,242,,1,1,,65,,16,1,3
1114,La Calera,Calera,Quillota,31913,JJ Nuñez Cond El Olivo,150.00 kVA,189,,,,,10,,3,1,1
1115,Peñablanca,Wilson,Marga Marga,23334,Madrid Alonso de Ercilla,100.00 kVA,131,,,1,,25,,11,5,3
1116,Mayaca,Boco,Quillota,30025,Los Paltos Pudeto,75.00 kVA,153,1,,1,1,31,,11,1,2
1117,San Felipe,Tocornal,Los Andes,40225,Nieto San Fernando,45.00 kVA,112,,1,,,13,,4,,
1118,Quintero,Loncura,Costa,21260,EL MEDANO 1,30.00 kVA,117,,,,,26,,6,,
1119,Mayaca,Prat,Quillota,30034,Vicuña Mackenna Los 57,150.00 kVA,207,,,,,18,,10,2,
1120,San Felipe,Tocornal,Los Andes,40675,Poblacion Tres Carrera,75.00 kVA,149,,2,,,6,,3,,
1121,San Rafael,Centenario,Los Andes,42035,Arturo Prat_Andalien,75.00 kVA,58,,,,,16,,5,,1
1122,Miraflores,Salinas,Costa,20736,Santa Julia Pablo Neruda,75.00 kVA,154,,,,,77,1,13,7,5
1123,Bosquemar,Manatiales,Costa,20157,Mendez,75.00 kVA,108,,,,,29,,11,2,1
1124,Quilpué,Villa Alemana,Marga Marga,20613,Alerces Algarrobo,150.00 kVA,278,,,1,,16,1,10,2,
1125,San Rafael,Los Andes,Los Andes,40138,Pocuro,75.00 kVA,66,,,,,5,,2,1,1
1126,Quilpué,Freire,Marga Marga,22633,Troncos Viejos - Psje. La Grieta,100.00 kVA,195,,1,1,,43,,6,2,5
1127,Valparaíso,Sauce,valparaiso,10001,Avenida Alemania,300.00 kVA,324,,,,,83,,13,1,4
1128,El Melón,Pataguas,Quillota,30192,I Brown Plazuela,150.00 kVA,59,,,,,9,,4,3,
1129,Quilpué,Marga Marga,Marga Marga,23003,A.Peralta Central 1,75.00 kVA,187,,,,,41,,8,6,2
1130,Mayaca,Pocochay,Quillota,31925,Conj Hab Cumbres del Valle,150.00 kVA,119,,1,,,2,,2,2,
1131,San Rafael,San Vicente,Los Andes,40097,La Virgen,75.00 kVA,85,,,,,35,,2,1,7
1132,Bosquemar,Manatiales,Costa,20990,Bellavista Los Castaños,75.00 kVA,69,,,,,25,,13,6,1
1133,Peñablanca,Wilson,Marga Marga,20475,Lautaro Caupolican,150.00 kVA,147,,1,1,,10,,6,,9
1134,Valparaíso,Sauce,valparaiso,10080,Guillermo Rivera Huascar,300.00 kVA,256,,,,,58,,21,2,3
1135,Mayaca,Prat,Quillota,30036,Portales Aspillaga,150.00 kVA,179,,,,,13,,5,4,1
1136,Miraflores,Villa Dulce,Marga Marga,20042,Canal Beagle  1,150.00 kVA,256,,,,,26,,14,1,3
1137,San Antonio,Llolleo,San Antonio,50319,Letelier Julio Navarro,75.00 kVA,157,,1,,,20,,11,1,1
1138,San Antonio,Aguas Buenas,San Antonio,50180,Palmeras Napoles,150.00 kVA,279,,,,,17,,7,1,
1139,Quilpué,Villa Alemana,Marga Marga,20449,Av.Valparaiso Pudeto,150.00 kVA,227,,,1,1,39,,14,,1
1140,San Rafael,Los Andes,Los Andes,40718,Peru yerbas Buenas,75.00 kVA,73,,,,,45,,8,,7
1141,Mayaca,Pocochay,Quillota,30723,21 de Mayo Angamos,100.00 kVA,79,,,,,4,,3,3,
1142,Placeres,Agua Santa,valparaiso,20223,TD VILLA REAL,75.00 kVA,130,,2,,,110,,15,2,10
1143,Valparaíso,Uruguay,valparaiso,10082,SED Hontaneda Almirante Barroso,300.00 kVA,279,1,,,,48,,10,6,3
1144,Peñablanca,Wilson,Marga Marga,20469,C.Troncal Bremen,150.00 kVA,183,1,,,,54,,7,1,4
1145,Placeres,Placilla,valparaiso,10128,O Higgins Las Barandas,100.00 kVA,127,,,,,117,,10,11,12
1146,Bosquemar,Lilenes,Costa,22789,SED Cornisa Costa de Montemar,1000.00 kVA,319,,,,,8,,3,,1
1147,Quilpué,El Sol,Marga Marga,22749,Pompeya Sur 3,150.00 kVA,171,,,,,32,,5,4,5
1148,Quintero,Loncura,Costa,20995,Los Tebos  3,45.00 kVA,57,,,,,8,,7,1,1
1149,San Antonio,San Antonio,San Antonio,50847,Gloria Artigas Bruselas,75.00 kVA,124,,,,,55,,13,2,1
1150,Quintero,Quintero,Costa,21325,Balmaceda Luis Causiño,75.00 kVA,105,,,,,13,,9,,1
1151,Placeres,Barón,valparaiso,10246,Washington Diana,150.00 kVA,284,,,1,1,95,,14,2,4
1152,Miraflores,Salinas,Costa,20149,Miraflores Alto 2,150.00 kVA,209,,,,,75,,9,,7
1153,San Rafael,Chacabuco,Los Andes,42140,Pedro Aguirre Cerda_Condominio El Golf,100.00 kVA,32,,,,,17,,1,4,
1154,Quilpué,Villa Alemana,Marga Marga,23146,Mauricio Filomena,100.00 kVA,139,,,,,47,,8,1,8
1155,Quilpué,Quilpué,Marga Marga,20417,G.Videla La Obra,150.00 kVA,189,,,,,69,,15,2,2
1156,Quilpué,Quilpué,Marga Marga,20426,Latorre Retiro,150.00 kVA,225,,,,,15,,9,,4
1157,Quilpué,El Sol,Marga Marga,20606,Calle 10 Calle 5,150.00 kVA,115,,,1,,53,,12,7,5
1158,Quintero,Quintero,Costa,21605,SED Fach Piloto Moraga,150.00 kVA,113,,,,,14,,9,1,
1159,La Calera,La Palmilla,Quillota,30062,Pocochay El Trebol,75.00 kVA,33,1,,2,2,20,,8,2,3
1160,Las Vegas,Santa Teresa,Los Andes,43303,Av. Las Palmas_Los Sauces,100.00 kVA,95,,1,,,10,,5,1,
1161,Miraflores,Achupallas,Costa,20242,El Olivar 6,150.00 kVA,222,,,,,68,,13,3,3
1162,Playa Ancha,Tomás Ramos,valparaiso,10104,Los Ventisqueros,150.00 kVA,222,,,3,1,27,,12,4,6
1163,San Rafael,Chacabuco,Los Andes,40166,Los Villares_Los Placeres,75.00 kVA,121,2,,,,33,,6,1,3
1164,San Antonio,San Antonio,San Antonio,50539,Alfonso XIII Infanta Isabel,45.00 kVA,69,,,,,8,,5,,2
1165,San Rafael,Chacabuco,Los Andes,42817,Villa San Alberto_Casuto,45.00 kVA,57,,,,,7,,3,1,
1166,San Rafael,Los Andes,Los Andes,42200,Meneses_Población Los Acacios,150.00 kVA,158,,,,,23,,10,,1
1167,Peñablanca,Huanhuali,Marga Marga,20451,Arrieta Almirante Neff,150.00 kVA,187,,1,,,24,,13,2,1
1168,San Rafael,San Rafael,Los Andes,40756,Poblacion El Laberinto,150.00 kVA,293,,,,,18,,3,2,
1169,Bosquemar,Manatiales,Costa,20641,Jacaranda Los Abedules,150.00 kVA,93,,1,,,37,,9,1,3
1170,Catemu,Catemu,Los Andes,40355,Las Compuertas Escuela,45.00 kVA,47,,1,,,27,,5,,1
1171,San Rafael,San Vicente,Los Andes,40003,Avenida Argentina,300.00 kVA,136,,,,,22,,8,2,1
1172,Mayaca,Boco,Quillota,30563,Villa Rapa Nui,150.00 kVA,162,,,1,1,15,,10,2,1
1173,Quilpué,El Carmen,Marga Marga,20456,Condell Lima,150.00 kVA,194,,,,,49,,9,3,3
1174,Quilpué,Villa Alemana,Marga Marga,21113,Venecia Valparaiso,150.00 kVA,202,,,,,49,,7,2,4
1175,San Rafael,Centenario,Los Andes,40078,El Estero,75.00 kVA,44,,,1,1,28,,7,,1
1176,San Rafael,El Almendral,Los Andes,40209,Almendral Escuela,75.00 kVA,172,,,,,25,,6,2,1
1177,Quilpué,Freire,Marga Marga,20443,Cruz del Sur,150.00 kVA,160,,1,1,,41,,13,2,4
1178,San Rafael,Centenario,Los Andes,40013,San Carlos San Matias,150.00 kVA,203,,,,,9,,2,1,2
1179,Playa Ancha,La Pólvora,valparaiso,10165,Puertas Negras,150.00 kVA,160,,,,,47,,17,10,5
1180,Quilpué,Villa Alemana,Marga Marga,20448,Huanhualy John Kennedy,75.00 kVA,176,,1,,,18,,9,3,2
1181,Reñaca,Glorias Navales,Costa,23651,Sol Naciente Lago Puyehue,100.00 kVA,120,,1,,,211,,7,10,8
1182,Quintero,Quintero,Costa,20838,Undurraga Luis de La Cruz,75.00 kVA,61,,,,,22,,11,,3
1183,San Antonio,Llolleo,San Antonio,50327,Avenida Chile Del Canelo,150.00 kVA,96,,,2,2,39,,9,2,4
1184,Placilla,Curauma,valparaiso,10649,Los Cactus Los Suspiros,300.00 kVA,395,,,1,1,29,,18,,1
1185,San Pedro,Lliu Lliu,Quillota,30644,R Schnaider Venezuela,150.00 kVA,210,,,1,1,14,,5,1,2
1186,Playa Ancha,La Pólvora,valparaiso,10183,Quebrada Verde Diez,75.00 kVA,259,,1,,,101,,7,2,7
1187,Peñablanca,El Rincón,Marga Marga,20595,El Rincon Pasaje 9,150.00 kVA,147,,,,,31,,11,1,4
1188,Quilpué,Villa Alemana,Marga Marga,23046,Castro Buenos Aires,75.00 kVA,136,,,,,35,,5,5,4
1189,San Felipe,Putaendo,Los Andes,43276,Pob. San Antonio_Estacion,75.00 kVA,67,,,,,20,,2,1,1
1190,San Felipe,San Felipe,Los Andes,40255,Argelia Ahumada,75.00 kVA,158,,,,,12,,9,1,1
1191,Quilpué,Villa Alemana,Marga Marga,21538,Jose Uribe Suiza,150.00 kVA,170,,,1,1,28,,10,4,3
1192,San Rafael,San Esteban,Los Andes,43046,Conjunto Habitacional Doña Alicia,100.00 kVA,93,,,,,13,,2,2,
1193,San Sebastián,Cartagena,San Antonio,51170,SED AV CARTAGENA PIZARREÑO,45.00 kVA,57,,1,,,17,,7,,2
1194,San Felipe,Palomar,Los Andes,40924,Haras_El Escorial,45.00 kVA,24,,,,,12,,2,,2
1195,San Pedro,Quillota,Quillota,30008,Villa San Isidro,100.00 kVA,180,,,2,2,26,,9,,2
1196,San Felipe,San Felipe,Los Andes,40439,Hermanos Carrera_,150.00 kVA,88,,1,,1,16,,7,,6
1197,Playa Ancha,Pacifico,valparaiso,10134,S/E Pacifico Larrain Alcalde,150.00 kVA,315,,2,,,128,,15,1,3
1198,San Rafael,Los Andes,Los Andes,42991,Victor Koerner_Villa Sarmiento,100.00 kVA,48,,,3,1,8,,6,,1
1199,La Calera,La Palmilla,Quillota,31471,Conj Cmno del Sol 4,75.00 kVA,67,,,,,6,,4,,2
1200,San Antonio,Pesqueras,San Antonio,51926,SAN MARTIN  ANDRES BELLO,75.00 kVA,35,,,1,,16,,5,5,2
1201,San Antonio,San Antonio,San Antonio,50726,Robinson Crusoe Montemar,75.00 kVA,118,,,,,9,,6,1,4
1202,San Rafael,Centenario,Los Andes,40418,LLanquihue La Parva,75.00 kVA,153,,,,,9,,8,1,1
1203,Mayaca,Prat,Quillota,30029,Lo Garzo Los Lucumos,150.00 kVA,179,,,,,23,,4,4,1
1204,La Calera,Artificio,Quillota,30367,J Montt I Carrera P,150.00 kVA,58,,,,,27,,6,6,2
1205,San Felipe,San Felipe,Los Andes,40870,Reconquista Gmo.Echeverría,75.00 kVA,95,1,,,,37,,10,2,3
1206,San Rafael,Los Andes,Los Andes,40111,Villa Cormecanica,75.00 kVA,124,1,1,,,6,,3,2,3
1207,San Rafael,Centenario,Los Andes,40019,Pobl. Pedreros,45.00 kVA,39,,,,,24,,2,,3
1208,La Calera,Calera,Quillota,30145,Principal Las Cabritas 2,75.00 kVA,63,,,3,3,15,,7,,5
1209,Playa Ancha,La Pólvora,valparaiso,10622,Gallo Zamorano,150.00 kVA,159,,,,,78,,31,1,6
1210,Miraflores,Achupallas,Costa,21351,Canada Grecia,100.00 kVA,142,,,,,52,,9,6,7
1211,Quintero,Quintero,Costa,20837,Arrieta Moreno,150.00 kVA,70,,,,,22,,12,1,1
1212,Playa Ancha,Tomás Ramos,valparaiso,10178,Quebrada Verde Cinco,150.00 kVA,184,,,,,65,,15,10,3
1213,San Antonio,Llolleo,San Antonio,50525,Arzobispo Valdivieso Providencia,150.00 kVA,130,,,,,46,,7,1,3
1214,Río Blanco,Río Blanco,Los Andes,42149,Río Blanco_Santa Ester,45.00 kVA,58,,,1,1,53,,7,6,5
1215,San Rafael,San Rafael,Los Andes,42159,Comité Nuevo Renacer,75.00 kVA,68,,,1,,12,,3,1,8
1216,Mayaca,Boco,Quillota,30048,18 Septiembre Cementerio,150.00 kVA,140,,,,,28,,8,1,3
1217,San Pedro,Said,Quillota,31400,Antumapu IV,100.00 kVA,166,,,,,30,,13,,1
1218,Quintero,Loncura,Costa,21903,SED Mirador de Quilen 1,150.00 kVA,107,,,1,,3,,2,2,
1219,Quilpué,El Carmen,Marga Marga,21416,Pedro V Contreras,150.00 kVA,299,,,,,18,,9,3,
1220,San Rafael,El Almendral,Los Andes,40208,Almendral Alto,150.00 kVA,108,,,,,19,,8,,4
1221,San Rafael,Chacabuco,Los Andes,42311,Condominio El Golf,75.00 kVA,34,,,,,30,,4,2,
1222,Playa Ancha,La Pólvora,valparaiso,10101,Los Picasales Del Faro,150.00 kVA,206,,1,,,63,,18,3,5
1223,Playa Ancha,Tomás Ramos,valparaiso,10032,Calle Dos Cordillera,150.00 kVA,217,,1,1,1,49,,14,4,5
1224,Miraflores,Salinas,Costa,22728,Los Alelies Vertientes,150.00 kVA,246,,,,,27,,14,2,2
1225,Mayaca,Boco,Quillota,30026,Pinto Pudeto,300.00 kVA,220,,,,,44,,6,,2
1226,San Rafael,Centenario,Los Andes,43111,Calle R. Grasso_Aires de Aconcagua,75.00 kVA,93,,,,,31,,11,2,2
1227,Bosquemar,Manatiales,Costa,20224,San Agustin Calle 5,75.00 kVA,148,,,,,27,,6,,2
1228,San Rafael,Centenario,Los Andes,40010,Minera Andina Sta. Maria,75.00 kVA,122,,1,,,14,,6,2,2
1229,Quintero,Loncura,Costa,21295,Ruta F-30 El Mirador,30.00 kVA,29,,,,,12,,5,1,5
1230,Miraflores,Salinas,Costa,20642,Lago Llanquihue Los Alhelies,75.00 kVA,111,,1,,,61,,30,4,5
1231,Miraflores,Villa Dulce,Marga Marga,20323,El Olivar 16,75.00 kVA,226,,,,,52,,16,2,2
1232,Mayaca,Pocochay,Quillota,30482,M Rodriguez El Bosque,150.00 kVA,218,,1,,,4,,3,,
1233,San Pedro,Olmué,Quillota,30345,Granizo Athuel,45.00 kVA,98,1,,,,13,,4,1,
1234,Quilpué,El Sol,Marga Marga,21607,Thomas Alba Edison Chili,100.00 kVA,101,,1,,,21,,10,2,10
1235,Panquehue,Panquehue,Los Andes,42787,Esperanza del Halcon_Calle 2_Pje. 3,100.00 kVA,93,,,,,10,,2,,
1236,Las Vegas,Santa Teresa,Los Andes,43195,Schneider_G. Mistral 2,45.00 kVA,57,,1,,,14,,3,1,2
1237,Peñablanca,El Rincón,Marga Marga,21080,Andres Bello Pablo Neruda,150.00 kVA,211,,1,1,,19,,7,1,4
1238,Quilpué,Belloto,Marga Marga,20739,Nueva Uno Nueva Dos,150.00 kVA,233,,,1,,27,,12,2,1
1239,San Pedro,Limache,Quillota,30853,Serrano Carmen,100.00 kVA,133,,,,,10,,7,,1
1240,San Rafael,Centenario,Los Andes,40862,Bdo. Salas D. Risopatron,75.00 kVA,129,,,,,10,,8,2,1
1241,Las Vegas,Llay Llay,Los Andes,40381,Asentamiento Esperanza,30.00 kVA,52,,,,,17,,9,,1
1242,San Pedro,Pachacama,Quillota,30806,El Damascal 2,45.00 kVA,29,,,1,,12,,4,,4
1243,San Antonio,Llolleo,San Antonio,50326,Aromos Jose Miguel Carrera,100.00 kVA,143,,,,,24,,8,1,2
1244,San Antonio,Barrancas,San Antonio,50267,BACCIARINI - 10 SUR,75.00 kVA,176,,,,,17,,8,1,1
1245,La Calera,Calera,Quillota,30154,Rinconada Las Cabritas,75.00 kVA,75,1,1,,,18,,4,1,4
1246,Peñablanca,El Pangal,Quillota,31830,Condominio Don Eugenio,150.00 kVA,189,,,,,9,,1,3,
1247,Quilpué,Villa Alemana,Marga Marga,20306,Avenida Central 3,150.00 kVA,270,,,,,25,,2,1,3
1248,Playa Ancha,Tomás Ramos,valparaiso,10046,Cañeria 2,75.00 kVA,168,,1,,,115,1,12,7,7
1249,Quintero,Maitenes,Costa,20249,Cmno Ritoque Estadio,100.00 kVA,58,,,,,41,,8,,4
1250,San Felipe,San Felipe,Los Andes,40459,El Amanecer Yungay,150.00 kVA,163,,,,,17,,8,1,1
1251,Quintero,Loncura,Costa,20945,Maitenes 2,45.00 kVA,37,,,,,27,,8,,3
1252,San Rafael,San Vicente,Los Andes,40079,Paso Los Andes Ermita,75.00 kVA,148,,,,,15,,4,3,1
1253,Las Vegas,Llay Llay,Los Andes,42033,Población Eliecer Estay,100.00 kVA,124,,1,,,4,,3,1,
1254,San Rafael,San Rafael,Los Andes,40172,Curimon Del Rio,120.00 kVA,96,,,,,25,,4,,6
1255,La Calera,La Palmilla,Quillota,30612,Villa Los Jardines,75.00 kVA,92,,,,,12,,7,,
1256,Reñaca,Glorias Navales,Costa,20178,Renaca Alto 3,150.00 kVA,175,,,,,83,,20,2,3
1257,Quintero,Maitenes,Costa,21659,Mar Azul 4,75.00 kVA,72,,,,,23,,11,1,1
1258,Quilpué,Belloto,Marga Marga,21242,Los Carrera Jotabeche,300.00 kVA,156,,1,2,1,29,,5,4,5
1259,San Rafael,Centenario,Los Andes,40119,Chacabuco Rancagua,300.00 kVA,147,,,,,10,,4,3,1
1260,Quilpué,El Sol,Marga Marga,20324,V.Mackenna Pasaje Vogel,300.00 kVA,218,,,,,32,,15,1,1
1261,San Felipe,Putaendo,Los Andes,40287,Centenario La Orilla,45.00 kVA,37,,,,,4,,1,1,3
